,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Hand,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Forearm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Right Upper Arm,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Stick,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1,Cue Ball 1
,ID,"8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","8BA50CF3153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","9840912E153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A0FA335A153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","A95F0678153111EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD","679D5CA4153311EAFBAD9EE854E475AD"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z,X,Y,Z,W,X,Y,Z
644,5.366667,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.409228,0.210376,0.263345,-0.847893,-164.161255,139.535721,20.739807,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
645,5.375000,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.316480,0.238389,0.232825,-0.888146,-163.459412,139.382584,21.045010,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
646,5.383333,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.353299,0.228181,0.246631,-0.873090,-162.575150,139.034775,21.896074,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
647,5.391667,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.353299,0.228181,0.246631,-0.873090,-162.575150,139.034775,21.896074,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
648,5.400000,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.922749,-0.179152,0.338823,0.040464,-158.963974,137.731857,22.757242,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
649,5.408333,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.922749,-0.179152,0.338823,0.040464,-158.963974,137.731857,22.757242,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
650,5.416667,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.923451,-0.172841,0.342008,0.019874,-157.671967,136.978546,23.940535,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
651,5.425000,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.924055,-0.167341,0.343632,0.006066,-157.145020,136.587265,24.489033,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
652,5.433333,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.323011,0.236325,0.235056,-0.885755,-158.750488,137.038315,25.077377,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
653,5.441667,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.305721,0.241574,0.229552,-0.891898,-158.211594,136.756866,25.673729,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
654,5.450000,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.374467,0.221571,0.252036,-0.864383,-157.590973,136.456345,26.287666,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
655,5.458333,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.374467,0.221571,0.252036,-0.864383,-157.590973,136.456345,26.287666,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
656,5.466667,0.435877,0.236821,0.767019,0.406950,-57.754147,88.954712,26.438726,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.347078,0.231243,0.243414,-0.875679,-156.485977,136.020874,27.088177,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
657,5.475000,-0.358962,-0.774686,0.316628,0.413225,-53.577198,84.587677,25.715563,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.312636,0.240992,0.232717,-0.888833,-156.038818,135.872986,27.472219,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
658,5.483333,-0.358719,-0.774434,0.317458,0.413271,-53.547085,84.609978,25.705837,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.332818,0.234312,0.239100,-0.881567,-155.576202,135.743881,27.830402,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
659,5.491667,-0.359250,-0.774358,0.316889,0.413389,-53.536522,84.571091,25.722509,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.304327,0.242089,0.229059,-0.892362,-155.193802,135.631577,28.043177,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
660,5.500000,-0.358705,-0.774239,0.317422,0.413676,-53.509041,84.585579,25.707340,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.555799,0.161324,0.302389,-0.757379,-154.036987,134.554153,28.705866,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
661,5.508333,-0.358782,-0.774327,0.316816,0.413910,-53.501129,84.545876,25.720280,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.563787,0.157819,0.304620,-0.751295,-153.734680,134.430634,28.954945,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
662,5.516667,-0.358343,-0.774278,0.317340,0.413979,-53.488991,84.561508,25.736973,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.570934,0.154731,0.306330,-0.745824,-153.540817,134.297424,29.160254,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
663,5.525000,-0.358997,-0.774114,0.317128,0.413882,-53.484447,84.552040,25.755756,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.585142,0.148365,0.310044,-0.734486,-153.399933,134.231949,29.292889,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
664,5.533333,-0.358657,-0.774244,0.316711,0.414252,-53.477375,84.531311,25.782639,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.580277,0.150496,0.308730,-0.738455,-153.360504,134.200073,29.332859,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
665,5.541667,-0.358638,-0.774149,0.316525,0.414590,-53.473339,84.550400,25.767307,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.573682,0.153562,0.306879,-0.743729,-153.418304,134.226395,29.287439,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
666,5.550000,-0.358698,-0.774038,0.317046,0.414346,-53.471279,84.527336,25.761106,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.580546,0.150465,0.308789,-0.738225,-153.514328,134.358444,29.180174,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
667,5.558333,-0.358091,-0.774310,0.317105,0.414318,-53.481743,84.557137,25.732252,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.561453,0.159029,0.303539,-0.753223,-153.744888,134.501068,29.005722,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
668,5.566667,-0.357973,-0.774413,0.317404,0.413998,-53.494347,84.562706,25.746063,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.563757,0.158008,0.304290,-0.751411,-154.075790,134.687500,28.750711,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
669,5.575000,-0.358513,-0.774467,0.317247,0.413550,-53.504608,84.552689,25.750374,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.352243,0.227941,0.244675,-0.874129,-155.349716,135.753387,28.124517,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
670,5.583333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.348087,0.230469,0.243489,-0.875461,-155.959045,135.929779,27.633196,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
671,5.591667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.348087,0.230469,0.243489,-0.875461,-155.959045,135.929779,27.633196,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
672,5.600000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.394117,0.215682,0.256970,-0.855640,-157.684845,136.455917,26.175077,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
673,5.608333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.348712,0.228977,0.242229,-0.875954,-158.902527,136.841385,25.142544,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
674,5.616667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.418181,0.207707,0.263727,-0.844056,-160.127747,137.254486,24.175554,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
675,5.625000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.418181,0.207707,0.263727,-0.844056,-160.127747,137.254486,24.175554,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
676,5.633333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.348360,0.232367,0.241197,-0.875485,-163.272614,138.639801,21.189436,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
677,5.641667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.348360,0.232367,0.241197,-0.875485,-163.272614,138.639801,21.189436,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
678,5.650000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.414785,0.209926,0.260870,-0.846068,-166.982605,140.515945,17.991373,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
679,5.658333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.362722,0.225718,0.244364,-0.870500,-169.152847,141.627029,15.953521,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
680,5.666667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.414853,0.213095,0.262802,-0.844643,-171.112061,142.374512,14.108240,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
681,5.675000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.422862,0.207714,0.263756,-0.841710,-173.618622,143.343170,12.030038,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
682,5.683333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.422862,0.207714,0.263756,-0.841710,-173.618622,143.343170,12.030038,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
683,5.691667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.355746,0.227579,0.239392,-0.874268,-178.795425,144.751251,6.907068,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
684,5.700000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.471057,0.193266,0.277436,-0.814729,-181.142960,145.160843,5.050771,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
685,5.708333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.339643,0.234427,0.236953,-0.879511,-183.731522,145.879623,2.957738,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
686,5.716667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.339643,0.234427,0.236953,-0.879511,-183.731522,145.879623,2.957738,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
687,5.725000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.267789,0.251254,0.207709,-0.906652,-188.291794,147.460342,-1.556555,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
688,5.733333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.323777,0.232397,0.222181,-0.889829,-190.203751,148.313324,-3.953112,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
689,5.741667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.203322,0.266632,0.181025,-0.924553,-191.982819,149.239639,-5.132118,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
690,5.750000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.173281,0.274661,0.171109,-0.930192,-193.439240,150.047638,-5.988702,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
691,5.758333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.206860,0.267293,0.182733,-0.923240,-194.519104,150.306381,-6.674465,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
692,5.766667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.171960,0.275843,0.169879,-0.930312,-195.379730,150.755844,-7.503925,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
693,5.775000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.046746,0.304758,0.123896,-0.943179,-195.898727,151.265228,-7.559139,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
694,5.783333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.072661,0.299195,0.133077,-0.942069,-195.750412,151.305084,-7.495264,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
695,5.791667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.072661,0.299195,0.133077,-0.942069,-195.750412,151.305084,-7.495264,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
696,5.800000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.166443,0.275890,0.170044,-0.931271,-194.181396,150.620605,-6.405810,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
697,5.808333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.089415,0.293110,0.143300,-0.941040,-193.016769,150.197723,-5.314989,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
698,5.816667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.110878,0.288074,0.149948,-0.939274,-191.381317,149.391174,-4.027899,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
699,5.825000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.092369,0.290539,0.145523,-0.941211,-189.009338,148.611435,-1.694353,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
700,5.833333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.182788,0.269513,0.177632,-0.928654,-186.522461,147.289185,0.420131,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
701,5.841667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.462798,0.199476,0.274806,-0.818846,-182.956589,144.280136,4.997935,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
702,5.850000,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.036760,0.302641,0.127783,-0.943784,-179.737778,144.850525,7.236612,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
703,5.858333,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,0.429351,0.212027,0.265389,-0.836822,-174.986191,141.139252,12.111088,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
704,5.866667,-0.357872,-0.774709,0.318042,0.413041,-53.520329,84.608185,25.749500,-0.463716,-0.184829,-0.110555,0.859409,-54.793022,81.395546,23.312063,0.171387,-0.227349,0.957761,-0.040413,-1041.853394,599.070679,-289.930664,-0.020370,0.313812,0.103215,-0.943639,-170.783127,141.605682,15.068134,0.277446,0.878297,-0.368866,-0.124721,-1040.225830,637.204834,-288.822601
